#name ra dec peak peak_sigma pol_flux_density pol_flux_density_sigma pol_angle pol_angle_sigma
AT20GJ194457-370710 296.241 -37.120 182 9 <11 - <6.3 -
AT20GJ194519-400557 296.331 -40.099 77 4 <6 - <7.8 -
AT20GJ194522-015322 296.345 -1.889 300 15 <7 - <2.4 -
AT20GJ194524-552049 296.351 -55.347 779 39 <10 - <1.2 -
AT20GJ194559-311138 296.498 -31.194 360 18 12 3 3.2 4
AT20GJ194619-103956 296.580 -10.666 118 6 <8 - <6.8 -
AT20GJ194629-581250 296.624 -58.214 102 5 <10 - <10.0 -
AT20GJ194654-240230 296.728 -24.042 94 6 <6 - <6.7 -
AT20GJ194723-371633 296.848 -37.276 56 2 - - - -
AT20GJ194743-010324 296.932 -1.057 197 10 <11 - <5.8 -
AT20GJ194759-092016 297.000 -9.338 108 6 16 2 15.0 40
AT20GJ194800-305558 297.002 -30.933 42 3 <13 - <31.1 -
AT20GJ194835-332653 297.149 -33.448 62 4 <8 - <13.7 -
AT20GJ194924-232705 297.351 -23.452 87 6 <7 - <8.5 -
AT20GJ194935-613738 297.397 -61.627 82 4 <8 - <10.2 -
AT20GJ194953-681744 297.472 -68.296 339 17 <7 - <1.9 -
AT20GJ194953-195713 297.473 -19.954 581 29 17 2 2.9 -25
AT20GJ194957-115353 297.489 -11.898 83 5 <10 - <12.0 -
AT20GJ195010-400007 297.542 -40.002 64 4 <7 - <10.3 -
AT20GJ195037-580439 297.655 -58.078 179 9 <12 - <6.9 -
AT20GJ195044-043612 297.683 -4.603 201 10 <8 - <3.9 -
AT20GJ195045-832252 297.690 -83.381 61 3 <6 - <9.9 -
AT20GJ195050-094536 297.710 -9.760 73 4 <8 - <10.7 -
AT20GJ195056-732230 297.734 -73.375 100 5 <11 - <11.4 -
AT20GJ195123-273720 297.846 -27.622 78 5 <7 - <9.6 -
AT20GJ195136-514221 297.901 -51.706 59 3 <6 - <10.2 -
AT20GJ195147-050944 297.948 -5.162 444 22 <12 - <2.6 -
AT20GJ195147-232919 297.948 -23.489 96 6 <6 - <6.5 -
AT20GJ195200-341226 298.000 -34.207 130 7 <17 - <13.4 -
AT20GJ195222-130559 298.095 -13.100 45 3 <6 - <13.3 -
AT20GJ195243-193623 298.183 -19.607 124 8 <6 - <4.8 -
AT20GJ195256-234835 298.235 -23.810 72 4 <7 - <10.4 -
AT20GJ195326-211331 298.361 -21.225 75 5 <8 - <10.8 -
AT20GJ195326-642709 298.362 -64.453 93 5 <6 - <6.4 -
AT20GJ195345-413800 298.440 -41.633 109 6 <6 - <5.8 -
AT20GJ195345-245012 298.442 -24.837 61 4 <6 - <10.3 -
AT20GJ195403-623937 298.514 -62.660 55 3 <6 - <11.0 -
AT20GJ195441-112323 298.672 -11.390 728 36 12 3 1.6 -19
AT20GJ195508-500226 298.783 -50.041 106 5 <7 - <6.5 -
AT20GJ195510-611519 298.795 -61.255 168 8 <10 - <5.7 -
AT20GJ195611-073655 299.046 -7.615 103 5 <9 - <8.7 -
AT20GJ195623-195741 299.099 -19.961 79 5 <7 - <9.1 -
AT20GJ195638-123518 299.159 -12.588 131 7 <9 - <6.6 -
AT20GJ195656-750419 299.234 -75.072 41 2 <6 - <14.5 -
AT20GJ195659-322545 299.248 -32.429 710 34 <9 - <1.3 -
AT20GJ195715-422220 299.314 -42.372 145 8 10 3 6.8 79
AT20GJ195739-461113 299.415 -46.187 180 9 <8 - <4.7 -
AT20GJ195759-384506 299.499 -38.752 3756 156 107 9 2.8 -5
AT20GJ195817-550923 299.571 -55.156 581 12 110 6 43.5 -83
AT20GJ195846-195423 299.695 -19.906 58 4 <8 - <13.4 -
AT20GJ195848-205245 299.703 -20.879 59 4 <8 - <13.3 -
AT20GJ195850-033445 299.711 -3.579 76 4 <9 - <11.5 -
AT20GJ195903-353433 299.766 -35.576 183 10 <34 - <18.5 -
AT20GJ195906-755202 299.777 -75.867 42 2 <6 - <14.4 -
AT20GJ195913-424607 299.805 -42.769 239 12 <7 - <3.1 -
AT20GJ195949-441611 299.956 -44.270 172 9 <9 - <5.1 -
AT20GJ200002-261036 300.010 -26.177 74 4 <10 - <13.4 -
AT20GJ200008-192137 300.036 -19.360 140 7 <7 - <4.9 -
AT20GJ200012-474951 300.054 -47.831 78 5 <22 - <27.7 -
AT20GJ200016-293026 300.071 -29.507 51 4 <14 - <28.4 -
AT20GJ200042-132533 300.176 -13.426 753 38 <18 - <2.4 -
AT20GJ200056-421446 300.237 -42.246 224 11 7 2 3.3 43
AT20GJ200057-174857 300.238 -17.816 2461 123 64 4 2.6 51
AT20GJ200109-042246 300.289 -4.379 137 6 <9 - <6.6 -
AT20GJ200115-571600 300.314 -57.267 53 3 <9 - <16.3 -
AT20GJ200115-083043 300.314 -8.512 70 4 <11 - <15.9 -
AT20GJ200121-104612 300.338 -10.770 41 3 <9 - <21.9 -
AT20GJ200140-312229 300.419 -31.375 80 5 <12 - <14.6 -
AT20GJ200209-145532 300.539 -14.926 128 7 <13 - <9.9 -
AT20GJ200243-164922 300.680 -16.823 126 8 9 1 7.4 81
AT20GJ200313-433633 300.805 -43.609 77 4 <7 - <9.0 -
AT20GJ200324-325142 300.850 -32.862 504 23 <14 - <2.8 -
AT20GJ200324-042137 300.854 -4.360 101 5 <10 - <9.5 -
AT20GJ200401-261250 301.005 -26.214 66 4 <7 - <11.0 -
AT20GJ200401-674525 301.006 -67.757 121 6 <6 - <5.0 -
AT20GJ200429-634722 301.122 -63.790 376 19 <6 - <1.6 -
AT20GJ200429-101431 301.123 -10.242 158 8 <6 - <3.8 -
AT20GJ200517-182203 301.322 -18.368 604 30 <10 - <1.7 -
AT20GJ200555-372339 301.479 -37.394 659 32 <14 - <2.1 -
AT20GJ200608-022335 301.535 -2.393 344 17 <11 - <3.1 -
AT20GJ200634-501139 301.645 -50.194 260 12 <9 - <3.5 -
AT20GJ200646-345116 301.693 -34.854 154 9 <19 - <12.5 -
AT20GJ200648-122254 301.702 -12.382 215 11 <19 - <9.1 -
AT20GJ200651-082625 301.715 -8.440 143 7 <15 - <10.3 -
AT20GJ200655-091143 301.733 -9.195 52 3 <14 - <27.4 -
AT20GJ200656-040743 301.735 -4.129 46 3 <13 - <29.7 -
AT20GJ200706-773040 301.777 -77.511 223 11 <13 - <5.8 -
AT20GJ200747-480000 301.948 -48.000 52 3 <6 - <11.5 -
AT20GJ200754-475050 301.978 -47.847 92 5 <8 - <8.8 -
AT20GJ200755-443444 301.980 -44.579 190 9 <7 - <3.8 -
AT20GJ200755-195640 301.982 -19.944 52 4 <7 - <13.2 -
AT20GJ200756-101638 301.987 -10.277 117 6 21 4 18.4 40
AT20GJ200823-840848 302.099 -84.147 117 6 <14 - <11.8 -
AT20GJ200824-041829 302.102 -4.308 447 20 24 4 5.8 2
AT20GJ200842-285855 302.178 -28.982 56 4 <13 - <24.0 -
AT20GJ200848-610938 302.201 -61.161 64 3 <6 - <9.4 -
AT20GJ200900-281226 302.253 -28.207 131 9 <8 - <6.2 -
AT20GJ200925-484953 302.356 -48.832 877 44 9 3 1.0 -53
AT20GJ200929-713438 302.372 -71.577 145 7 <11 - <7.6 -
AT20GJ200954-482246 302.475 -48.380 113 6 <11 - <10.1 -
AT20GJ201027-094440 302.617 -9.745 129 6 <10 - <7.9 -
AT20GJ201045-242544 302.688 -24.429 70 5 <7 - <10.7 -
AT20GJ201114-064403 302.809 -6.734 369 19 <8 - <2.2 -
AT20GJ201115-154640 302.815 -15.778 2490 125 <25 - <1.0 -
AT20GJ201135-491653 302.900 -49.282 83 4 <7 - <8.7 -
AT20GJ201203-081450 303.016 -8.247 90 5 <7 - <8.0 -
AT20GJ201209-472120 303.040 -47.356 175 9 <8 - <4.8 -
AT20GJ201230-164650 303.126 -16.781 131 7 <9 - <6.9 -
AT20GJ201239-545322 303.166 -54.889 69 4 <8 - <11.7 -
AT20GJ201248-371941 303.202 -37.328 54 3 <7 - <12.9 -
AT20GJ201317-244823 303.322 -24.806 162 8 <10 - <6.1 -
AT20GJ201320-521805 303.335 -52.302 110 4 <6 - <8.7 -
AT20GJ201350-262407 303.460 -26.402 208 11 <12 - <5.8 -
AT20GJ201352-255124 303.468 -25.857 79 5 <8 - <10.3 -
AT20GJ201401-634247 303.506 -63.713 73 4 <6 - <8.2 -
AT20GJ201413-051646 303.557 -5.280 87 5 <9 - <10.0 -
AT20GJ201416-565809 303.569 -56.969 53 3 <8 - <15.3 -
AT20GJ201428-004723 303.619 -0.790 49 3 <9 - <17.9 -
AT20GJ201500-671258 303.750 -67.216 217 11 <6 - <2.8 -
AT20GJ201513-125256 303.807 -12.882 163 8 <9 - <5.5 -
AT20GJ201515-013731 303.813 -1.625 379 19 11 2 3.0 79
AT20GJ201525-344527 303.855 -34.758 118 6 <13 - <11.2 -
AT20GJ201607-575231 304.032 -57.875 89 5 <8 - <9.4 -
AT20GJ201626-661606 304.109 -66.268 51 3 <6 - <11.7 -
AT20GJ201629-303516 304.124 -30.588 124 7 <15 - <11.8 -
AT20GJ201728-375343 304.369 -37.895 137 7 <11 - <8.1 -
AT20GJ201728-682456 304.371 -68.416 176 9 9 2 4.9 45
AT20GJ201752-251450 304.471 -25.247 77 5 <7 - <9.4 -
AT20GJ201828-110954 304.617 -11.165 126 6 <7 - <5.2 -
AT20GJ201835-285605 304.649 -28.935 108 7 <11 - <10.0 -
AT20GJ201847-271815 304.698 -27.304 89 6 <11 - <12.2 -
AT20GJ201857-050927 304.741 -5.158 126 6 <7 - <5.9 -
AT20GJ201904-520139 304.768 -52.028 261 13 <7 - <2.8 -
AT20GJ201954-372841 304.978 -37.478 65 3 <6 - <9.2 -
AT20GJ202042-265023 305.178 -26.840 62 4 <9 - <14.0 -
AT20GJ202051-715829 305.215 -71.975 48 3 <6 - <12.5 -
AT20GJ202101-612449 305.255 -61.414 196 10 <6 - <3.1 -
AT20GJ202122-313718 305.344 -31.622 129 7 <11 - <8.1 -
AT20GJ202200-691749 305.500 -69.297 48 3 <6 - <12.6 -
AT20GJ202218-200701 305.575 -20.117 81 6 <7 - <8.5 -
AT20GJ202226-451329 305.610 -45.225 173 9 <7 - <4.3 -
AT20GJ202251-403844 305.714 -40.646 153 8 <9 - <5.9 -
AT20GJ202251-205855 305.715 -20.982 85 5 <9 - <10.6 -
AT20GJ202313-085513 305.806 -8.920 271 13 <6 - <2.3 -
AT20GJ202317-051822 305.821 -5.306 69 3 <6 - <8.7 -
AT20GJ202327-581227 305.866 -58.208 130 7 <9 - <7.2 -
AT20GJ202332-012341 305.887 -1.395 162 8 <7 - <4.4 -
AT20GJ202338-482652 305.911 -48.448 58 3 <8 - <13.4 -
AT20GJ202340-035321 305.917 -3.889 86 4 7 2 8.6 -1
AT20GJ202346-365517 305.942 -36.922 244 12 <12 - <5.0 -
AT20GJ202408-255905 306.034 -25.985 64 4 <10 - <15.5 -
AT20GJ202421-572318 306.090 -57.388 134 4 <9 - <10.8 -
AT20GJ202435-325335 306.148 -32.893 509 26 <14 - <2.7 -
AT20GJ202445-094303 306.190 -9.717 77 4 <6 - <7.8 -
AT20GJ202446-645835 306.193 -64.977 192 10 <6 - <3.1 -
AT20GJ202450-412737 306.209 -41.460 86 4 <6 - <7.0 -
AT20GJ202455-294231 306.230 -29.709 57 4 <17 - <28.8 -
AT20GJ202525-093056 306.358 -9.516 74 4 <7 - <9.0 -
AT20GJ202540-073551 306.419 -7.598 1246 61 26 2 2.1 57
AT20GJ202542-393140 306.427 -39.528 68 4 <6 - <8.8 -
AT20GJ202553-284547 306.473 -28.763 326 21 14 2 4.2 -15
AT20GJ202605-580604 306.521 -58.101 87 5 <7 - <8.3 -
AT20GJ202607-482003 306.531 -48.334 109 6 <9 - <8.2 -
AT20GJ202628-870138 306.618 -87.027 69 4 <6 - <8.7 -
AT20GJ202653-625038 306.725 -62.844 73 4 <6 - <8.3 -
AT20GJ202659-235508 306.749 -23.919 85 6 <10 - <12.1 -
AT20GJ202704-213617 306.768 -21.605 74 5 <6 - <8.5 -
AT20GJ202706-220811 306.778 -22.136 119 8 <6 - <5.0 -
AT20GJ202709-184633 306.789 -18.776 44 3 <7 - <16.3 -
AT20GJ202723-700717 306.849 -70.122 224 11 <6 - <2.7 -
AT20GJ202737-564147 306.906 -56.696 114 6 <10 - <8.5 -
AT20GJ202750-472619 306.961 -47.439 320 16 17 3 5.4 42
AT20GJ202800-522611 307.003 -52.436 154 8 <8 - <5.2 -
AT20GJ202804-283445 307.017 -28.579 64 4 <11 - <16.8 -
AT20GJ202905-354349 307.271 -35.730 118 6 <11 - <9.4 -
AT20GJ202934-533907 307.396 -53.652 127 6 <8 - <6.6 -
AT20GJ203057-303924 307.741 -30.657 102 5 <9 - <9.1 -
AT20GJ203104-261530 307.768 -26.259 139 9 <8 - <5.8 -
AT20GJ203132-450723 307.885 -45.123 129 7 <8 - <6.5 -
AT20GJ203149-364742 307.955 -36.795 62 3 <8 - <13.6 -
AT20GJ203227-581807 308.116 -58.302 109 6 <7 - <6.6 -
AT20GJ203254-660244 308.226 -66.046 55 3 <6 - <10.8 -
AT20GJ203315-225329 308.314 -22.891 134 3 10 2 18.3 -34
AT20GJ203319-531543 308.333 -53.262 68 4 <9 - <13.2 -
AT20GJ203420-185826 308.587 -18.974 79 4 <11 - <13.7 -
AT20GJ203439-323145 308.665 -32.529 49 3 <6 - <12.3 -
AT20GJ203444-354857 308.686 -35.816 104 3 <10 - <13.8 -
AT20GJ203454-164026 308.727 -16.674 265 17 <6 - <2.3 -
AT20GJ203504-263216 308.767 -26.538 42 3 <12 - <28.1 -
AT20GJ203523-495806 308.850 -49.969 160 8 <8 - <5.1 -
AT20GJ203540-694407 308.918 -69.736 160 8 <6 - <3.8 -
AT20GJ203541-384059 308.923 -38.683 114 6 <6 - <5.3 -
AT20GJ203547-345352 308.948 -34.898 351 16 <12 - <3.5 -
AT20GJ203548-684633 308.954 -68.776 469 24 19 1 4.0 72
AT20GJ203551-660207 308.965 -66.035 416 21 <10 - <2.4 -
AT20GJ203637-283027 309.158 -28.508 293 14 <13 - <4.5 -
AT20GJ203651-214637 309.213 -21.777 159 8 <13 - <8.1 -
AT20GJ203707-422349 309.281 -42.397 68 4 <11 - <16.3 -
AT20GJ203727-152201 309.366 -15.367 111 6 <8 - <7.6 -
AT20GJ203756-243832 309.486 -24.642 136 7 <8 - <6.0 -
AT20GJ203853-215219 309.722 -21.872 49 3 <8 - <16.0 -
AT20GJ203855-281924 309.733 -28.324 88 4 <9 - <9.9 -
AT20GJ203906-523608 309.778 -52.602 54 3 <6 - <11.2 -
AT20GJ203908-315703 309.785 -31.951 121 7 <17 - <13.8 -
AT20GJ203917-812803 309.823 -81.468 139 7 <6 - <4.3 -
AT20GJ203947-753308 309.948 -75.552 59 3 <10 - <16.2 -
AT20GJ203948-500111 309.953 -50.020 105 5 <6 - <5.7 -
AT20GJ203958-720655 309.992 -72.115 417 21 <11 - <2.6 -
AT20GJ204001-573510 310.005 -57.586 294 15 <7 - <2.5 -
AT20GJ204008-711457 310.035 -71.249 53 3 <13 - <25.6 -
AT20GJ204008-250746 310.036 -25.129 290 19 7 2 2.6 80
AT20GJ204014-383646 310.059 -38.613 92 5 <13 - <13.7 -
AT20GJ204017-362542 310.074 -36.428 84 5 <14 - <17.2 -
AT20GJ204027-170702 310.116 -17.117 335 22 9 2 2.7 48
AT20GJ204107-524242 310.282 -52.712 55 3 <9 - <15.8 -
AT20GJ204114-521055 310.310 -52.182 65 3 <6 - <9.2 -
AT20GJ204121-751536 310.340 -75.260 498 25 <9 - <1.9 -
AT20GJ204147-271817 310.448 -27.305 84 4 <10 - <11.4 -
AT20GJ204227-153151 310.616 -15.531 49 4 <7 - <14.0 -
AT20GJ204238-285510 310.662 -28.920 69 4 <14 - <20.8 -
AT20GJ204245-141500 310.691 -14.250 113 6 <9 - <7.7 -
AT20GJ204246-315226 310.693 -31.874 115 6 <11 - <9.1 -
AT20GJ204248-014909 310.703 -1.819 115 6 <13 - <11.8 -
AT20GJ204254-225559 310.726 -22.933 336 22 <7 - <2.0 -
AT20GJ204257-222327 310.738 -22.391 68 4 <7 - <11.0 -
AT20GJ204309-232646 310.791 -23.446 52 4 <8 - <16.1 -
AT20GJ204314-510419 310.810 -51.072 60 3 <6 - <10.1 -
AT20GJ204315-004037 310.812 -0.677 79 4 <6 - <7.6 -
AT20GJ204315-625603 310.816 -62.934 134 7 <6 - <4.5 -
AT20GJ204442-094039 311.178 -9.678 147 7 <10 - <6.5 -
AT20GJ204446-063228 311.192 -6.541 161 8 <7 - <4.3 -
AT20GJ204455-545602 311.233 -54.934 102 5 <8 - <7.7 -
AT20GJ204514-144033 311.310 -14.676 51 3 <11 - <22.4 -
AT20GJ204523-185853 311.349 -18.981 173 11 <7 - <4.3 -
AT20GJ204539-012641 311.414 -1.445 72 4 <9 - <12.1 -
AT20GJ204540-552610 311.417 -55.436 86 5 <10 - <11.9 -
AT20GJ204544-613306 311.435 -61.552 46 2 <6 - <13.8 -
AT20GJ204552-510627 311.468 -51.108 54 3 <7 - <12.3 -
AT20GJ204600-094442 311.500 -9.745 95 5 <7 - <6.9 -
AT20GJ204649-652727 311.707 -65.458 134 7 <6 - <4.5 -
AT20GJ204657-740002 311.739 -74.001 459 23 15 4 3.2 -4
AT20GJ204710-023622 311.793 -2.606 307 15 <11 - <3.4 -
AT20GJ204719-163905 311.832 -16.652 242 16 <7 - <2.7 -
AT20GJ204745-024603 311.941 -2.768 93 5 <10 - <11.0 -
AT20GJ204812-664920 312.051 -66.822 76 4 <6 - <7.9 -
AT20GJ204823-680452 312.099 -68.081 113 6 <6 - <5.3 -
AT20GJ204829-584221 312.125 -58.706 121 6 <8 - <7.0 -
AT20GJ204849-254615 312.205 -25.771 163 8 <8 - <5.0 -
AT20GJ204851-311249 312.216 -31.214 102 5 <7 - <6.5 -
AT20GJ204910-402031 312.292 -40.342 349 18 <7 - <2.1 -
AT20GJ205001-391208 312.508 -39.202 124 7 <10 - <7.7 -
AT20GJ205007-423116 312.533 -42.521 60 3 <7 - <11.9 -
AT20GJ205012-492715 312.553 -49.454 94 5 <10 - <10.5 -
AT20GJ205024-262819 312.603 -26.472 352 18 <13 - <3.7 -
AT20GJ205038-030559 312.662 -3.100 73 4 <6 - <8.6 -
AT20GJ205039-100426 312.665 -10.074 113 6 <13 - <11.7 -
AT20GJ205057-762251 312.741 -76.381 168 9 <13 - <7.7 -
AT20GJ205108-143443 312.785 -14.579 203 5 <7 - <7.9 -
AT20GJ205119-350001 312.831 -35.000 56 3 <6 - <10.7 -
AT20GJ205142-343825 312.929 -34.640 55 3 <7 - <12.7 -
AT20GJ205202-570407 313.010 -57.069 130 6 <9 - <6.9 -
AT20GJ205202-321038 313.011 -32.177 51 3 <8 - <15.8 -
AT20GJ205206-652311 313.028 -65.386 228 11 <6 - <2.6 -
AT20GJ205213-553310 313.057 -55.553 156 8 <8 - <5.2 -
AT20GJ205244-223409 313.187 -22.569 70 5 <9 - <12.5 -
AT20GJ205305-625552 313.273 -62.931 282 14 <6 - <2.1 -
AT20GJ205306-162007 313.275 -16.335 56 3 <9 - <16.2 -
AT20GJ205329-010013 313.374 -1.004 80 4 <10 - <12.7 -
AT20GJ205358-170225 313.494 -17.040 63 4 <7 - <11.5 -
AT20GJ205401-424238 313.507 -42.711 86 5 <9 - <10.1 -
AT20GJ205422-201617 313.592 -20.271 240 12 11 4 4.5 -37
AT20GJ205447-840917 313.697 -84.155 42 2 <6 - <14.3 -
AT20GJ205450-543934 313.709 -54.660 121 6 <7 - <5.7 -
AT20GJ205503-635207 313.766 -63.869 44 2 <6 - <13.6 -
AT20GJ205505-321710 313.771 -32.286 66 4 <11 - <16.9 -
AT20GJ205550-041645 313.960 -4.279 280 14 13 3 4.8 0
AT20GJ205551-123442 313.964 -12.579 140 7 <7 - <4.9 -
AT20GJ205603-195646 314.015 -19.946 159 3 <7 - <14.4 -
AT20GJ205608-062503 314.033 -6.418 57 3 <7 - <13.1 -
AT20GJ205616-471447 314.068 -47.247 1171 57 16 2 1.3 -77
AT20GJ205625-320845 314.104 -32.146 496 21 24 3 4.8 -39
AT20GJ205628-235900 314.120 -23.983 49 3 <10 - <20.6 -
AT20GJ205630-582009 314.127 -58.336 295 15 <7 - <2.5 -
AT20GJ205637-402208 314.154 -40.369 85 4 <7 - <8.1 -
AT20GJ205654-385714 314.228 -38.954 116 6 <12 - <10.6 -
AT20GJ205658-123729 314.243 -12.625 48 3 <10 - <19.9 -
AT20GJ205714-490125 314.310 -49.024 103 6 <14 - <13.7 -
AT20GJ205721-071939 314.338 -7.328 178 9 <9 - <4.9 -
AT20GJ205737-570027 314.406 -57.008 102 5 <12 - <11.4 -
AT20GJ205741-373402 314.424 -37.567 730 36 29 4 3.9 -66
AT20GJ205754-662919 314.475 -66.489 49 3 <6 - <12.3 -
AT20GJ205811-441142 314.549 -44.195 58 3 <6 - <10.3 -
AT20GJ205827-202217 314.614 -20.372 46 3 <10 - <20.8 -
AT20GJ205837-575636 314.656 -57.943 97 3 <8 - <13.2 -
AT20GJ205846-144304 314.695 -14.718 57 3 <12 - <20.5 -
AT20GJ205909-674523 314.790 -67.756 110 6 <6 - <5.4 -
AT20GJ205941-364554 314.923 -36.765 98 6 <16 - <15.9 -
AT20GJ205959-144040 314.998 -14.678 90 5 <9 - <9.7 -
AT20GJ210034-820517 315.142 -82.088 44 2 <6 - <13.8 -
AT20GJ210101-293327 315.257 -29.558 387 20 <16 - <4.0 -
AT20GJ210139-370858 315.415 -37.149 53 3 <6 - <11.3 -
AT20GJ210143-174758 315.430 -17.800 76 4 <7 - <9.5 -
AT20GJ210159-421916 315.496 -42.321 202 10 <9 - <4.3 -
AT20GJ210201-211359 315.505 -21.233 111 7 <6 - <5.7 -
AT20GJ210219-254804 315.582 -25.801 121 7 <7 - <5.5 -
AT20GJ210221-112109 315.588 -11.353 108 6 <14 - <13.3 -
AT20GJ210245-331316 315.691 -33.221 123 5 <13 - <10.9 -
AT20GJ210257-055623 315.741 -5.940 92 5 <9 - <9.5 -
AT20GJ210310-034348 315.794 -3.730 60 3 <10 - <16.0 -
AT20GJ210327-652015 315.864 -65.337 49 3 <6 - <12.4 -
AT20GJ210336-681203 315.900 -68.201 83 4 <6 - <7.2 -
AT20GJ210336-274926 315.901 -27.824 41 3 <8 - <19.0 -
AT20GJ210338-623225 315.910 -62.540 91 5 <6 - <6.6 -
AT20GJ210350-145308 315.962 -14.886 81 5 <11 - <13.3 -
AT20GJ210352-354620 315.971 -35.772 69 4 <9 - <12.6 -
AT20GJ210353-093341 315.972 -9.561 103 5 <12 - <11.4 -
AT20GJ210356-083617 315.984 -8.605 90 5 <13 - <15.1 -
AT20GJ210406-515700 316.028 -51.950 67 4 <10 - <14.4 -
AT20GJ210410-112149 316.045 -11.364 461 10 <10 - <5.1 -
AT20GJ210445-304946 316.191 -30.830 58 3 <9 - <15.1 -
AT20GJ210457-201101 316.238 -20.184 102 6 <18 - <17.3 -
AT20GJ210501-484846 316.255 -48.813 468 22 16 2 3.4 3
AT20GJ210525-300836 316.356 -30.143 81 3 <6 - <7.4 -
AT20GJ210544-782535 316.437 -78.426 936 61 10 3 1.1 -40
AT20GJ210602-712217 316.512 -71.372 246 13 <19 - <7.7 -
AT20GJ210652-142734 316.718 -14.460 77 4 <7 - <8.6 -
AT20GJ210659-654744 316.749 -65.796 306 15 <6 - <2.0 -
AT20GJ210659-555902 316.749 -55.984 48 3 <6 - <12.5 -
AT20GJ210727-170810 316.863 -17.136 65 4 <10 - <14.8 -
AT20GJ210737-085309 316.905 -8.886 75 4 <7 - <9.9 -
AT20GJ210737-073005 316.905 -7.501 46 4 <17 - <36.4 -
AT20GJ210807-291117 317.031 -29.188 85 6 <20 - <23.3 -
AT20GJ210808-010009 317.034 -1.003 61 3 <10 - <16.2 -
AT20GJ210812-245233 317.051 -24.876 318 16 <11 - <3.4 -
AT20GJ210850-484621 317.212 -48.773 225 11 <6 - <2.7 -
AT20GJ210851-663722 317.215 -66.623 145 7 14 2 9.5 -81
AT20GJ210923-261409 317.349 -26.236 129 7 <7 - <5.6 -
AT20GJ210925-361557 317.355 -36.266 64 4 <9 - <14.6 -
AT20GJ210933-411020 317.388 -41.172 1631 70 140 3 8.6 -53
AT20GJ210946-095831 317.444 -9.976 79 5 <15 - <19.4 -
AT20GJ211001-102057 317.504 -10.349 555 28 <12 - <2.1 -
AT20GJ211010-591946 317.545 -59.329 59 3 <6 - <10.2 -
AT20GJ211013-363526 317.558 -36.591 135 6 <9 - <6.7 -
AT20GJ211022-012658 317.594 -1.450 195 10 <9 - <4.5 -
AT20GJ211050-335107 317.711 -33.852 44 2 <6 - <13.7 -
AT20GJ211106-054938 317.775 -5.827 50 3 9 3 17.3 -35
AT20GJ211108-831152 317.785 -83.198 64 3 <6 - <9.4 -
AT20GJ211112-550806 317.801 -55.135 121 6 <8 - <6.7 -
AT20GJ211136-114646 317.900 -11.780 86 4 <6 - <6.9 -
AT20GJ211147-322439 317.946 -32.411 166 8 <8 - <5.0 -
AT20GJ211212-212153 318.054 -21.365 43 3 <7 - <15.9 -
AT20GJ211216-230215 318.068 -23.038 93 6 <7 - <7.1 -
AT20GJ211348-591801 318.451 -59.300 78 4 <8 - <10.0 -
AT20GJ211353-383827 318.474 -38.641 101 5 <7 - <6.5 -
AT20GJ211410-105557 318.543 -10.933 77 4 <6 - <7.8 -
AT20GJ211413-685101 318.555 -68.850 283 14 6 1 2.2 53
AT20GJ211440-254149 318.667 -25.697 247 10 <11 - <5.7 -
AT20GJ211518-141642 318.827 -14.278 291 15 6 2 2.1 -39
AT20GJ211603-010828 319.014 -1.141 93 5 <6 - <6.4 -
AT20GJ211629-552720 319.124 -55.456 206 10 <7 - <3.2 -
AT20GJ211630-805355 319.128 -80.899 558 28 9 2 1.6 -60
AT20GJ211636-205604 319.152 -20.935 97 5 <6 - <8.5 -
AT20GJ211640-863548 319.167 -86.597 87 5 <6 - <6.9 -
AT20GJ211701-070006 319.258 -7.002 63 3 <6 - <9.5 -
AT20GJ211711-582408 319.297 -58.402 55 3 <6 - <11.0 -
AT20GJ211751-152242 319.465 -15.378 111 7 <6 - <5.4 -
AT20GJ211807-025847 319.532 -2.980 60 3 <6 - <10.1 -
AT20GJ211810-301917 319.544 -30.322 136 6 <10 - <7.6 -
AT20GJ211842-031010 319.675 -3.170 98 3 <6 - <10.3 -
AT20GJ211843-063617 319.680 -6.605 177 9 <6 - <3.4 -
AT20GJ211853-073227 319.721 -7.541 113 6 <6 - <5.3 -
AT20GJ211853-331650 319.722 -33.281 60 3 <11 - <17.9 -
AT20GJ211855-375249 319.731 -37.881 89 5 <7 - <7.8 -
AT20GJ211937-454512 319.906 -45.753 141 7 7 2 5.2 9
AT20GJ211939-110614 319.916 -11.104 112 6 7 2 6.1 73
AT20GJ211947-113543 319.947 -11.595 150 7 17 2 11.3 22
AT20GJ212015-245051 320.064 -24.848 86 5 <10 - <11.9 -
AT20GJ212026-510255 320.109 -51.049 90 4 <6 - <6.6 -
AT20GJ212030-133344 320.127 -13.562 144 7 <6 - <4.2 -
AT20GJ212048-033029 320.202 -3.508 128 6 <6 - <4.7 -
AT20GJ212104-611124 320.267 -61.190 357 18 <6 - <1.7 -
AT20GJ212113-370308 320.305 -37.052 823 41 <12 - <1.4 -
AT20GJ212128-533727 320.367 -53.624 52 3 <6 - <11.5 -
AT20GJ212154-640430 320.479 -64.075 166 8 <6 - <3.6 -
AT20GJ212159-002613 320.498 -0.437 81 4 <7 - <8.2 -
AT20GJ212213-213451 320.555 -21.581 65 4 <6 - <9.2 -
AT20GJ212222-560014 320.595 -56.004 58 3 <7 - <12.4 -
AT20GJ212301-162757 320.757 -16.466 64 4 <7 - <11.7 -
